計劃編號,計劃名稱,True Label,Predict Label,Predict Probability,First 5 Label,First 5 Probability
CP10801-0034,數位經濟技術創新研發與應用(4/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;物聯網,0.987;0.002;0.002;0.001;0.001
MP10501-0345,智慧農業4.0計畫(1/4),智慧農業,智慧農業,0.946,智慧農業;電商與物流;農業;防疫;網路通訊/4G/5G/5G+/6G,0.946;0.01;0.008;0.006;0.005
MP10602-0080,建築資訊整合分享與應用研發推廣計畫(4/4)-Building Information Modeling,災害防救,災害防救,0.992,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.992;0.002;0.001;0.001;0.001
CP10501-0039,推動智慧製造關鍵技術之前瞻科技發展與應用計畫(1/4),智慧製造,智慧製造,0.971,智慧製造;產業人才培育;太空/衛星;網路通訊/4G/5G/5G+/6G;晶片半導體,0.971;0.006;0.003;0.002;0.002
CP10302-0015,台灣光子源之高影響性光束線及實驗站設施興建計畫(1/4),科研設施,科研設施,0.974,科研設施;產業人才培育;資安;生技醫藥與精準醫療;中小（堅）企業輔導,0.974;0.003;0.003;0.002;0.002
CP10501-0047,學界研發成果產業化推動計畫(2/4),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
CP10501-0032,颱風洪水研究發展計畫(3/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
MP10602-0249,產業園區競爭力推升計畫(3/4),園區管理,園區管理,0.967,園區管理;產業人才培育;創新創業;災害防救;環境監測與污染防治,0.967;0.004;0.004;0.004;0.003
MP10401-0241,國際合作科技發展綱要計畫(4/4),農業,農業,0.976,農業;電商與物流;能源;食品安全與食品科技;氣候變遷與減碳,0.976;0.003;0.003;0.003;0.003
MP10603-0028,亞洲‧矽谷推動平臺計畫(2/4),創新創業,創新創業,0.986,創新創業;物聯網;農業;政策規劃與推動;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
CP10703-0092,智慧終端半導體製程與晶片系統研發計畫(2/4),晶片半導體,晶片半導體,0.977,晶片半導體;AI、雲端、巨量資料;能源;智慧製造;產業人才培育,0.977;0.003;0.003;0.003;0.003
MP10902-0217,工業減碳創新行動計畫(1/4),氣候變遷與減碳,氣候變遷與減碳,0.982,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;食品安全與食品科技,0.982;0.003;0.002;0.002;0.002
MP10501-0362,能源國家型科技計畫-能源產業技術發展綱要計畫(4/5),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP1022-0135,協助傳統產業技術開發計畫(1/4),傳統產業高值化,傳統產業高值化,0.972,傳統產業高值化;運輸載具;化工材料與循環經濟;電商與物流;能源,0.972;0.007;0.003;0.003;0.003
CP10801-0024,科研成果價值躍升計畫(1/1),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10802-0140,無人機應用核心技術開發與場域實證計畫(3/3),自動駕駛,自動駕駛,0.957,自動駕駛;運輸載具;網路通訊/4G/5G/5G+/6G;物聯網;數位內容,0.957;0.005;0.004;0.004;0.004
MP10704-0069,地質科技研究發展(2/4),災害防救,災害防救,0.992,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.992;0.002;0.001;0.001;0.001
MP10802-0161,高中職學術連網全面優化頻寬提升計畫(4/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.979,網路通訊/4G/5G/5G+/6G;產業人才培育;校園人才培育;災害防救;AI、雲端、巨量資料,0.979;0.416;0.009;0.005;0.005
MP1021-0116,核能安全管制技術發展研究(3/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;災害防救,0.991;0.002;0.001;0.001;0.001
MP10501-0098,策略性產業人力資源發展與推動計畫(4/4),產業人才培育,產業人才培育,0.982,產業人才培育;數位轉型與智慧政府;智慧製造;能源;物聯網,0.982;0.003;0.003;0.003;0.002
MP10212-0343,提升原住民資訊素養四年計畫(4/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;生技醫藥與精準醫療,0.987;0.002;0.001;0.001;0.001
MP10302-0011,能源國家型科技計畫-能源主軸與產業需求科技研究(2/5),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10602-0139,智慧服務 全民樂學－國立社教機構科技創新服務計畫(2/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;生技醫藥與精準醫療,0.987;0.003;0.001;0.001;0.001
CP10602-0017,推動創新及應用科技研究計畫(1/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10501-0146,建構智慧型博物館：漫遊在史前和現代的交界雲端整合計畫(2/4),文化,文化,0.975,文化;生技醫藥與精準醫療;數位內容;政策規劃與推動;科研計畫補助,0.975;0.003;0.003;0.002;0.002
MP10902-0149,智慧長照與醫療照護整合研發推廣計畫(1/4),智慧醫療,智慧醫療,0.945,智慧醫療;國家標準檢驗;長照與社會福利;物聯網;產業人才培育,0.945;0.014;0.007;0.006;0.005
MP10704-0158,產業價值躍升服務2.0計畫(2/4),中小（堅）企業輔導,中小（堅）企業輔導,0.978,中小（堅）企業輔導;產業人才培育;創新創業;工研院與A+;數位轉型與智慧政府,0.978;0.004;0.002;0.002;0.002
MP10501-0217,資訊安全人才培育計畫(1/4),產業人才培育;資安,產業人才培育;資安,0.939;0.932,產業人才培育;資安;網路通訊/4G/5G/5G+/6G;物聯網;虛擬實境,0.939;0.932;0.017;0.015;0.013
MP10902-0287,環境污染鑑識及現場感測技術應用研究開發計畫(1/4),環境監測與污染防治,環境監測與污染防治,0.976,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.976;0.004;0.003;0.002;0.002
MP10602-0178,航太級大型化積層製造技術開發與驗證(2/4),國防;運輸載具,國防;運輸載具,0.924;0.949,運輸載具;國防;傳統產業高值化;智慧製造;能源,0.949;0.924;0.015;0.009;0.009
MP1022-0035,產學合作育成加值計畫(3/4)-第二期,創新創業,創新創業,0.986,創新創業;農業;物聯網;政策規劃與推動;生技醫藥與精準醫療,0.986;0.002;0.001;0.001;0.001
MP10501-0086,多通路物流服務推動計畫(1/4),電商與物流,電商與物流,0.974,電商與物流;智慧農業;數位轉型與智慧政府;農業;網路通訊/4G/5G/5G+/6G,0.974;0.004;0.003;0.003;0.002
MP10501-0121,106年度「能源效率管理與節能技術推廣輔導」(1/1),能源,能源,0.992,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.992;0.002;0.001;0.001;0.001
MP10603-0023,建置優質照護服務體系(3/4),長照與社會福利,長照與社會福利,0.977,長照與社會福利;網路通訊/4G/5G/5G+/6G;生技醫藥與精準醫療;政策規劃與推動;智慧醫療,0.977;0.006;0.003;0.003;0.002
MP10802-0200,前瞻建築防火避難及結構防火科技研發整合應用計畫(2/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10501-0160,校園學術倫理教育與機制發展計畫(4/4),校園人才培育,校園人才培育,0.971,校園人才培育;產業人才培育;人才補助與延攬;政策規劃與推動;網路通訊/4G/5G/5G+/6G,0.971;0.004;0.003;0.003;0.003
MP10401-0139,因應貿易自由化加強產業輔導計畫(2/4),中小（堅）企業輔導,中小（堅）企業輔導,0.977,中小（堅）企業輔導;產業人才培育;創新創業;數位轉型與智慧政府;政策規劃與推動,0.977;0.003;0.002;0.002;0.002
MP10704-0311,區塊鏈創新生態體系發展計畫(3/4),物聯網,物聯網,0.949,物聯網;虛擬實境;AI、雲端、巨量資料;產業人才培育;災害防救,0.949;0.01;0.006;0.005;0.005
MP10802-0189,智慧創新跨域人才培育計畫(2/4),產業人才培育;數位轉型與智慧政府,產業人才培育;數位轉型與智慧政府,0.955;0.965,數位轉型與智慧政府;產業人才培育;物聯網;網路通訊/4G/5G/5G+/6G;資安,0.965;0.955;0.009;0.006;0.006
CP10801-0017,推動中南部智慧機械及航太產業升級計畫(4/4),太空/衛星;智慧製造,太空/衛星;智慧製造,0.906;0.928,智慧製造;太空/衛星;運輸載具;工研院與A+;國防,0.928;0.906;0.032;0.021;0.017
MP10704-0076,多元測繪科技整合應用計畫(1/4),自動駕駛,自動駕駛,0.958,自動駕駛;運輸載具;智慧交通;數位內容;物聯網,0.958;0.005;0.004;0.004;0.004
MP10401-0126,協助傳統產業技術開發計畫(3/4),傳統產業高值化,傳統產業高值化,0.972,傳統產業高值化;運輸載具;化工材料與循環經濟;電商與物流;能源,0.972;0.007;0.004;0.003;0.003
MP10704-0179,新穎標靶之創新藥物研究與開發(3/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;工研院與A+;長照與社會福利;科研設施,0.992;0.001;0.001;0.001;0.001
MP10902-0118,社會福利多元服務與實證決策模式計畫(2/4),長照與社會福利,長照與社會福利,0.973,長照與社會福利;網路通訊/4G/5G/5G+/6G;生技醫藥與精準醫療;政策規劃與推動;智慧醫療,0.973;0.005;0.003;0.003;0.002
MP10212-0108,核子醫藥及醫材與儀器之應用研究(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10704-0057,中小企業行動支付普及推升計畫(3/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;物聯網;中小（堅）企業輔導,0.987;0.002;0.001;0.001;0.001
CP10301-0027,儀器科技發展計畫(1/4),科研設施,科研設施,0.974,科研設施;產業人才培育;資安;生技醫藥與精準醫療;中小（堅）企業輔導,0.974;0.003;0.003;0.002;0.002
MP10402-0008,智慧財產專業人員培訓計畫(4/4),專利與智財,專利與智財,0.964,專利與智財;警政與法務;職安;環境監測與污染防治;政策規劃與推動,0.964;0.004;0.004;0.004;0.003
MP10501-0313,臺灣北部火山活動觀測研究精進計畫(2/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;政策規劃與推動;物聯網;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10605-0009,區塊鏈創新生態體系發展計畫(1/4),物聯網,物聯網,0.95,物聯網;虛擬實境;AI、雲端、巨量資料;產業人才培育;數位轉型與智慧政府,0.95;0.01;0.006;0.005;0.005
MP10212-0130,人機協同智慧機器人系統技術開發綱要計畫(4/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.974,AI、雲端、巨量資料;虛擬實境;產業人才培育;晶片半導體;數位轉型與智慧政府,0.974;0.003;0.002;0.002;0.002
MP10905-0018,國家文化記憶庫及數位博物館應用計畫(1/5),文化,文化,0.975,文化;生技醫藥與精準醫療;政策規劃與推動;數位內容;科研計畫補助,0.975;0.003;0.002;0.002;0.002
MP1021-0065,錸-188MN-16ET/利比多肝癌治療新藥之開發與應用研究(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
CP10703-0067,生醫研發加值計畫(3/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10501-0238,能源國家型科技計畫-能源主軸與產業需求科技研究(4/5),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10804-0008,推動5G垂直應用場域實證、法規調適與網路資安之防護研析計畫(1/3),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.985,網路通訊/4G/5G/5G+/6G;災害防救;長照與社會福利;電商與物流;國家標準檢驗,0.985;0.002;0.002;0.002;0.002
CP10703-0007,規劃考核及獎補助綜合業務(1/1),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.985;0.002;0.002;0.001;0.001
MP10501-0227,輻射災害防救與應變技術之研究發展(2/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;政策規劃與推動;氣候變遷與減碳;物聯網,0.991;0.002;0.001;0.001;0.001
MP1022-0104,發展典範科技大學計畫(2/4)-深耕特定專業技術,產業人才培育,產業人才培育,0.983,產業人才培育;數位轉型與智慧政府;智慧製造;資安;能源,0.983;0.003;0.003;0.003;0.003
MP10902-0225,5G+系統暨應用淬鍊計畫(2/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.988,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.988;0.002;0.002;0.001;0.001
MP1021-0055,能源國家型科技計畫-大型儲電元件與系統技術開發計畫(1/3),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
CP10301-0015,晶片設計實作計畫(2/4),晶片半導體,晶片半導體,0.977,晶片半導體;AI、雲端、巨量資料;能源;產業人才培育;智慧製造,0.977;0.003;0.003;0.003;0.002
MP10602-0023,文官學習科學發展計畫(4/4),產業人才培育,產業人才培育,0.982,產業人才培育;能源;數位轉型與智慧政府;資安;智慧製造,0.982;0.003;0.003;0.003;0.003
CP10601-0009,創新醫療器材計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;文化,0.992;0.001;0.001;0.001;0.001
MP10704-0307,智慧創新跨域人才培育計畫(1/4),產業人才培育;數位轉型與智慧政府,產業人才培育;數位轉型與智慧政府,0.957;0.962,數位轉型與智慧政府;產業人才培育;物聯網;資安;網路通訊/4G/5G/5G+/6G,0.962;0.957;0.008;0.006;0.006
MP10801-0071,提升森林及生物多樣性經營，永續生態資源利用(4/4),氣候變遷與減碳,氣候變遷與減碳,0.982,氣候變遷與減碳;能源;災害防救;化工材料與循環經濟;食品安全與食品科技,0.982;0.003;0.002;0.002;0.002
MP10801-0008,普及偏鄉寬頻接取環境計畫(4/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.986,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.986;0.002;0.001;0.001;0.001
MP10501-0024,法務部調查局前瞻鑑識科技進階計畫(1/4)-毒品來源、食品有害成分、聲紋、DNA及紅檜(及扁柏)鑑識提升計畫,警政與法務,警政與法務,0.973,警政與法務;資安;專利與智財;災害防救;化工材料與循環經濟,0.973;0.004;0.003;0.003;0.003
MP10902-0258,智能稅務服務計畫(2/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;AI、雲端、巨量資料,0.987;0.002;0.001;0.001;0.001
MP10802-0048,潛力隱形冠軍智慧加值創新成長計畫(Hidden Champion+2.0)(1/4),創新創業,創新創業,0.987,創新創業;農業;物聯網;政策規劃與推動;生技醫藥與精準醫療,0.987;0.002;0.002;0.001;0.001
MP10902-0014,建構韌性防災校園與防災科技資源應用計畫(3/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
CP10501-0014,國立中科實驗高級中學維運計畫(1/1),校園人才培育,校園人才培育,0.971,校園人才培育;產業人才培育;人才補助與延攬;政策規劃與推動;網路通訊/4G/5G/5G+/6G,0.971;0.004;0.003;0.003;0.003
MP10401-0118,能源國家型科技計畫(2/4)-低碳運輸系統發展計畫,氣候變遷與減碳,氣候變遷與減碳,0.982,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;食品安全與食品科技,0.982;0.004;0.002;0.002;0.002
MP10602-0011,人文社會科學基礎及跨界應用能力培育計畫(4/4),校園人才培育,校園人才培育,0.972,校園人才培育;產業人才培育;政策規劃與推動;人才補助與延攬;網路通訊/4G/5G/5G+/6G,0.972;0.004;0.003;0.003;0.003
MP10902-0010,推升中小企業跨域生態系價值共創計畫(1/4),中小（堅）企業輔導,中小（堅）企業輔導,0.979,中小（堅）企業輔導;產業人才培育;數位轉型與智慧政府;創新創業;政策規劃與推動,0.979;0.004;0.003;0.002;0.002
MP10212-0060,建築防火安全工程創新科技及應用研發計畫(1/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10902-0261,時尚跨界整合旗艦計畫(3/4),設計,設計,0.957,設計;數位內容;傳統產業高值化;智慧製造;政策規劃與推動,0.957;0.006;0.005;0.004;0.004
MP10501-0371,臺灣科技融藝創新計畫(3/4),文化,文化,0.974,文化;生技醫藥與精準醫療;數位內容;科研計畫補助;政策規劃與推動,0.974;0.003;0.002;0.002;0.002
CP10901-0007,氣候變遷對台灣生態環境及社會影響之研究(1/4),氣候變遷與減碳,氣候變遷與減碳,0.984,氣候變遷與減碳;能源;災害防救;化工材料與循環經濟;環境監測與污染防治,0.984;0.003;0.003;0.002;0.002
MP10704-0196,技術服務業發展計畫(3/4),設計,設計,0.957,設計;數位內容;傳統產業高值化;政策規劃與推動;智慧製造,0.957;0.006;0.004;0.004;0.004
CP10703-0054,巨量資料智慧應用研究計畫(4/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.976,AI、雲端、巨量資料;產業人才培育;數位轉型與智慧政府;虛擬實境;晶片半導體,0.976;0.003;0.003;0.003;0.002
MP1021-0005,雲端運算系統及軟體技術研發計畫(4/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.977,AI、雲端、巨量資料;產業人才培育;晶片半導體;虛擬實境;數位轉型與智慧政府,0.977;0.003;0.003;0.003;0.002
MP10802-0278,節約能源技術研發(2/3),能源,能源,0.992,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.992;0.002;0.001;0.001;0.001
CP10602-0009,科學園區智慧永續發展計畫(2/3),園區管理,園區管理,0.968,園區管理;產業人才培育;創新創業;災害防救;環境監測與污染防治,0.968;0.004;0.004;0.004;0.003
MP10602-0287,環境噪音暨新興物理性公害管理計畫(2/2),環境監測與污染防治,環境監測與污染防治,0.977,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.977;0.004;0.003;0.002;0.002
MP10402-0033,校園雲端環境建置計畫(3/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.987,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.987;0.002;0.002;0.002;0.001
CP10703-0093,跨虛實科技人文計算平台(3/4),AI、雲端、巨量資料;虛擬實境,AI、雲端、巨量資料;虛擬實境,0.942;0.849,AI、雲端、巨量資料;虛擬實境;物聯網;產業人才培育;中小（堅）企業輔導,0.942;0.849;0.053;0.013;0.013
MP10707-0026,年輕學者養成計畫(1/4),人才補助與延攬,人才補助與延攬,0.969,人才補助與延攬;數位轉型與智慧政府;科研計畫補助;食品安全與食品科技;文化,0.969;0.004;0.004;0.004;0.004
MP10212-0333,核能技術及後端處置之安全強化研究(1/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
CP10803-0009,臨床資料庫與AI之跨域開發及加值應用(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10603-0001,打開歷史任意門(2/4)-臺灣歷史創新科技體驗建置計畫,文化,文化,0.975,文化;生技醫藥與精準醫療;政策規劃與推動;數位內容;科研計畫補助,0.975;0.003;0.003;0.002;0.002
MP10401-0149,政府軟體採購環境改善計畫(2/4),數位轉型與智慧政府,數位轉型與智慧政府,0.988,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;生技醫藥與精準醫療,0.988;0.002;0.001;0.001;0.001
MP10603-0009,衛生福利部科技管理計畫(1/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10802-0222,服務型智慧政府推動計畫-第五階段電子化政府計畫(106~109年)(4/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;生技醫藥與精準醫療,0.987;0.002;0.001;0.001;0.001
MP10907-0007,智慧顯示前瞻系統開發驗證計畫(1/5),智慧顯示器,智慧顯示器,0.934,智慧顯示器;智慧製造;科研計畫補助;晶片半導體;網路通訊/4G/5G/5G+/6G,0.934;0.008;0.006;0.006;0.005
MP10902-0065,智慧醫療科技應用與跨場域驗證計畫(2/4),智慧醫療,智慧醫療,0.945,智慧醫療;國家標準檢驗;長照與社會福利;產業人才培育;物聯網,0.945;0.016;0.007;0.006;0.005
CP10301-0052,幹細胞及再生醫學研究(5/6),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10704-0296,生技醫藥轉譯創新發展計畫(3/4)-轉譯臨床主軸,生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10802-0105,數位創新經濟基礎網路環境建構支援平台計畫(3/3),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.987,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.987;0.002;0.002;0.002;0.001
CP10703-0005,晶片設計實作計畫(1/4),晶片半導體,晶片半導體,0.978,晶片半導體;AI、雲端、巨量資料;產業人才培育;能源;智慧製造,0.978;0.004;0.003;0.003;0.002
MP10501-0045,極端海象預報技術研究(2/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;政策規劃與推動;氣候變遷與減碳;物聯網,0.991;0.002;0.001;0.001;0.001
MP1021-0056,能源國家型科技計畫-能源產業技術發展綱要計畫(4/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
MP10802-0241,推動超高畫質電視內容升級前瞻計畫(4/4),數位內容,數位內容,0.971,數位內容;網路通訊/4G/5G/5G+/6G;文化;水資源管理;傳統產業高值化,0.971;0.002;0.002;0.002;0.002
MP10801-0012,產業人才海外網絡鏈結暨延攬計畫(4/4),人才補助與延攬,人才補助與延攬,0.969,人才補助與延攬;數位轉型與智慧政府;科研計畫補助;食品安全與食品科技;政策規劃與推動,0.969;0.004;0.004;0.004;0.004
CP10703-0018,生技醫藥核心設施平台(1/1),科研設施,科研設施,0.975,科研設施;產業人才培育;資安;生技醫藥與精準醫療;中小（堅）企業輔導,0.975;0.003;0.003;0.003;0.002
MP10704-0071,建築工程技術發展與整合應用計畫(1/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
MP10603-0051,新興農業生物技術：增進農業產值之前瞻高階技術平臺建置及開發(1/4),農業生技,農業生技,0.93,農業生技;農業;環境監測與污染防治;文化;防疫,0.93;0.008;0.008;0.007;0.007
MP10603-0039,人工智慧技術拔尖與產業領航計畫(1/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.974,AI、雲端、巨量資料;產業人才培育;虛擬實境;數位轉型與智慧政府;晶片半導體,0.974;0.003;0.003;0.002;0.002
MP10603-0031,數位創新經濟基礎網路環境建構支援平台計畫(1/3),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.986,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.986;0.002;0.002;0.002;0.001
MP10501-0115,資訊產業應用與國際夥伴推動計畫(4/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.975,AI、雲端、巨量資料;產業人才培育;晶片半導體;虛擬實境;數位轉型與智慧政府,0.975;0.003;0.003;0.002;0.002
MP10704-0214,科技發展政策研究與諮詢(1/1),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.985;0.002;0.002;0.001;0.001
MP10302-0014,以膠原蛋白支架技術開發台灣自有品牌之生技新藥(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;文化,0.992;0.001;0.001;0.001;0.001
MP10501-0451,坡地防災與保育科技發展綱要計畫(1/4)-大規模崩塌防災科技研發，強化坡地智慧監測與農村友善,災害防救;氣候變遷與減碳,災害防救;氣候變遷與減碳,0.956;0.961,氣候變遷與減碳;災害防救;能源;物聯網;農業,0.961;0.956;0.014;0.01;0.009
MP10602-0149,智慧農業4.0計畫(2/4),智慧農業,智慧農業,0.947,智慧農業;電商與物流;農業;防疫;網路通訊/4G/5G/5G+/6G,0.947;0.01;0.008;0.006;0.006
MP10501-0396,國家度量衡標準實驗室整體運作及發展計畫(1/4),國家標準檢驗,國家標準檢驗,0.96,國家標準檢驗;能源;智慧醫療;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳,0.96;0.007;0.006;0.004;0.003
MP10603-0024,資安旗艦計畫(2/4),資安,資安,0.962,資安;網路通訊/4G/5G/5G+/6G;產業人才培育;虛擬實境;科研設施,0.962;0.011;0.007;0.004;0.004
CP10703-0073,台灣光子源綠能生醫旗艦計畫(3/4),科研設施,科研設施,0.974,科研設施;產業人才培育;資安;生技醫藥與精準醫療;中小（堅）企業輔導,0.974;0.003;0.003;0.003;0.002
MP10802-0191,輻射防護管制規範與度量技術研究(4/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;政策規劃與推動;物聯網;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10503-0020,加速行動寬頻服務及產業發展計畫(1/3)-發展4G先進商業模式－智慧園區/智慧商圈/智慧交通,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.986,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.986;0.002;0.002;0.002;0.002
MP10801-0021,衛生福利部科技管理計畫(3/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10704-0065,建構臺灣海象及氣象災防環境服務系統(3/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
